Plate	Well Number	Well	Characteristics [Organism]	Term Source 1 REF	Term Source 1 Accession	Characteristics [Strain]	Gene Identifier	Gene Symbol	Temperature Sensitive Allele	Restrictive Temperature	Reagent Design Gene Annotation Build	Analysis Gene Annotation Build	Control Type	Channels	Comments	Plate Issues
Plate4-TS-Blue-B	7	A7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11531	YOL123W	HRP1	hrp1-1	"26oC - 30oC, slow at 22oC"	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Blue-B	8	A8											empty well			
Plate4-TS-Blue-B	9	B1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y04960	YBR087W	RFC5	rfc5-1	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Blue-B	10	B2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y06424	YCR002C	CDC10	cdc10-5	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell	"no image, problem with well"	
Plate4-TS-Blue-B	11	B3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y07869	YFL039C	ACT1	act1-121	"38.5oC, slow 22oC - 37oC"	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Blue-B	12	B4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08405	YBR135W	CKS1	cks1-35	35oC - 37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Blue-B	13	B5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y10200	YFL034C-B	MOB2	mob2-14	30oC - 35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Blue-B	14	B6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y10347	YIL046W	MET30	met30-9	"37oC, slow 22oC"	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Blue-B	15	B7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11486	YLL031C	GPI13	gpi13-4	37oC - 38.5oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Blue-B	16	B8											empty well			
Plate4-TS-Blue-B	17	C1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y04958	YDL029W	ARP2	arp2-14	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Blue-B	18	C2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y05078	YGL116W	CDC20	cdc20-1	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Blue-B	19	C3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y07861	YFL039C	ACT1	act1-159	"37oC, slow 26oC"	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Blue-B	20	C4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08149	YPL160W	CDC60	cdc60-ts	35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Blue-B	21	C5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y10114	YDL007W	RPT2	rpt2-RF	"35oC - 37oC, sick at 22oC"	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Blue-B	22	C6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y10346	YLR215C	CDC123	cdc123-4	"30oC, very slow at 22oC"	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Blue-B	23	C7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11436	YER168C	CCA1	cca1-1	"35oC, slow at 22oC - 26oC"	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Blue-B	24	C8											empty well			
Plate4-TS-Blue-B	25	D1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y04956	YLR314C	CDC3	cdc3-1	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Blue-B	26	D2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y04999	YNL102W	POL1	pol1-12	slow at all	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Blue-B	27	D3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y07857	YFL039C	ACT1	act1-105	35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Blue-B	28	D4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08078	YPR103W	PRE2	pre2-V214A	38.5oC slow	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Blue-B	29	D5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y10097	YBR143C	SUP45	sup45-ts	30oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Blue-B	30	D6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y10345	YPR033C	HTS1	hts1-1	35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Blue-B	31	D7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11413	YDR167W	TAF10	taf10-ts34	35oC - 37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Blue-B	32	D8											empty well			
Plate4-TS-Blue-B	33	E1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y04925	YOR236W	DFR1	dfr1-td	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Blue-B	34	E2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y04983	YJL097W	PHS1	phs1-1	slow at all	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Blue-B	35	E3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y07780	YLR071C	RGR1	rgr1-100	38.5oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Blue-B	36	E4											empty well			
Plate4-TS-Blue-B	37	E5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y10055	YOR204W	DED1	ded1-F144C	26oC - 30oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Blue-B	38	E6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y10323	YOR046C	DBP5	dbp5-2	30oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Blue-B	39	E7											empty well			
Plate4-TS-Blue-B	40	E8											empty well			
Plate4-TS-Blue-B	41	F1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y04913	YKL022C	CDC16	cdc16-1	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Blue-B	42	F2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y04981	YGR002C	SWC4	swc4-4	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Blue-B	43	F3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y07751	YGL048C	RPT6	rpt6-20	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Blue-B	44	F4											empty well			
Plate4-TS-Blue-B	45	F5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y09798	YIL126W	STH1	sth1-3	38.5oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Blue-B	46	F6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y10319	YOL123W	HRP1	hrp1-7	35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Blue-B	47	F7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11354	YGL097W	SRM1	srm1-ts	30oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Blue-B	48	F8											empty well			
Plate4-TS-Green-A	1	A1											empty well			
Plate4-TS-Green-A	2	A2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y04869	YAR019C	CDC15	cdc15-2	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Green-A	3	A3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y04980	YJR065C	ARP3	arp3-31	38.5oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Green-A	4	A4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y07750	YGL048C	RPT6	rpt6-1	30oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Green-A	5	A5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08011	YPR103W	PRE2	pre2-75	38.5oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Green-A	6	A6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y09594	YPR034W	ARP7	arp7-E411K	"30oC - 35oC, slow at 22oC - 30oC"	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Green-A	7	A7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y10306	YMR005W	TAF4	taf4-18	35oC - 37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Green-A	8	A8											empty well			
Plate4-TS-Green-A	9	B1											empty well			
Plate4-TS-Green-A	10	B2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y04867	YDL220C	CDC13	cdc13-1	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Green-A	11	B3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y04977	YKL018W	SWD2	swd2-1	slow at all	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Green-A	12	B4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y07444	YOR335C	ALA1	ala1-1	30oC - 35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Green-A	13	B5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08009	YPR103W	PRE2	pre2-2	38.5oC slow	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell	"no image, problem with well"	
Plate4-TS-Green-A	14	B6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y09439	YJL019W	MPS3	mps3-7	30oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Green-A	15	B7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y10284	YNL061W	NOP2	nop2-10	30oC - 35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Green-A	16	B8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11239	YOR174W	MED4	med4-54	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Green-A	17	C1											empty well			
Plate4-TS-Green-A	18	C2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y04863	YDL017W	CDC7	cdc7-1	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Green-A	19	C3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y04976	YKL189W	HYM1	hym1-15	38.5oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Green-A	20	C4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y07348	YFL039C	ACT1	act1-108	30oC - 35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Green-A	21	C5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08005	YPR103W	PRE2	pre2-127	38.5oC slow	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Green-A	22	C6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08933	YDR510W	SMT3	smt3-331	35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Green-A	23	C7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y10206	YFL034C-B	MOB2	mob2-20	30oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Green-A	24	C8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11150	YLR321C	SFH1	sfh1-1	30oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Green-A	25	D1											empty well			
Plate4-TS-Green-A	26	D2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y04861	YMR001C	CDC5	cdc5-1	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Green-A	27	D3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y04974	YOR257W	CDC31	cdc31-1	slow at all	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Green-A	28	D4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y06598	YDR208W	MSS4	mss4-102	30oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Green-A	29	D5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08003	YPR103W	PRE2	pre2-1	38.5oC very slow	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Green-A	30	D6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08760	YOR074C	CDC21	cdc21-1	26oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Green-A	31	D7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y10203	YFL034C-B	MOB2	mob2-19	30oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Green-A	32	D8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y10703	YDR460W	TFB3	tfb3-ts	37oC - 38.5oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Green-A	33	E1											empty well			
Plate4-TS-Green-A	34	E2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y04859	YFL009W	CDC4	cdc4-1	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Green-A	35	E3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y04966	YDR196C	YDR196C	ydr196c-1	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Green-A	36	E4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y06553	YNL222W	SSU72	ssu72-2	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Green-A	37	E5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y07995	YOR048C	RAT1	rat1-1	30oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Green-A	38	E6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08749	YFR028C	CDC14	cdc14-8	30oC - 35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Green-A	39	E7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y10201	YGR099W	TEL2	tel2-15	35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Green-A	40	E8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y10327	YBL034C	STU1	stu1-7	30oC - 35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Green-A	41	F1											empty well			
Plate4-TS-Green-A	42	F2											empty well			
Plate4-TS-Green-A	43	F3											empty well			
Plate4-TS-Green-A	44	F4											empty well			
Plate4-TS-Green-A	45	F5											empty well			
Plate4-TS-Green-A	46	F6											empty well			
Plate4-TS-Green-A	47	F7											empty well			
Plate4-TS-Green-A	48	F8											empty well			
Plate4-TS-Green-B	1	A1											empty well			
Plate4-TS-Green-B	2	A2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y04963	YIL062C	ARC15	arc15-10	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Green-B	3	A3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y06497	YPR181C	SEC23	sec23-1	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Green-B	4	A4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y07905	YOR181W	LAS17	las17-1	30oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Green-B	5	A5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08697	YOR181W	LAS17	las17-13	35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Green-B	6	A6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y10215	YFL034C-B	MOB2	mob2-28	30oC - 35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Green-B	7	A7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y10360	YIL046W	MET30	met30-6	30oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Green-B	8	A8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11531	YOL123W	HRP1	hrp1-1	"26oC - 30oC, slow at 22oC"	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Green-B	9	B1											empty well			
Plate4-TS-Green-B	10	B2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y04960	YBR087W	RFC5	rfc5-1	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Green-B	11	B3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y06424	YCR002C	CDC10	cdc10-5	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell	"no image, problem with well"	
Plate4-TS-Green-B	12	B4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y07869	YFL039C	ACT1	act1-121	"38.5oC, slow 22oC - 37oC"	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Green-B	13	B5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08405	YBR135W	CKS1	cks1-35	35oC - 37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Green-B	14	B6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y10200	YFL034C-B	MOB2	mob2-14	30oC - 35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Green-B	15	B7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y10347	YIL046W	MET30	met30-9	"37oC, slow 22oC"	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell	"no image, problem with well"	
Plate4-TS-Green-B	16	B8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11486	YLL031C	GPI13	gpi13-4	37oC - 38.5oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Green-B	17	C1											empty well			
Plate4-TS-Green-B	18	C2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y04958	YDL029W	ARP2	arp2-14	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Green-B	19	C3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y05078	YGL116W	CDC20	cdc20-1	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Green-B	20	C4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y07861	YFL039C	ACT1	act1-159	"37oC, slow 26oC"	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Green-B	21	C5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08149	YPL160W	CDC60	cdc60-ts	35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Green-B	22	C6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y10114	YDL007W	RPT2	rpt2-RF	"35oC - 37oC, sick at 22oC"	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Green-B	23	C7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y10346	YLR215C	CDC123	cdc123-4	"30oC, very slow at 22oC"	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Green-B	24	C8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11436	YER168C	CCA1	cca1-1	"35oC, slow at 22oC - 26oC"	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Green-B	25	D1											empty well			
Plate4-TS-Green-B	26	D2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y04956	YLR314C	CDC3	cdc3-1	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Green-B	27	D3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y04999	YNL102W	POL1	pol1-12	slow at all	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Green-B	28	D4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y07857	YFL039C	ACT1	act1-105	35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Green-B	29	D5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08078	YPR103W	PRE2	pre2-V214A	38.5oC slow	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Green-B	30	D6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y10097	YBR143C	SUP45	sup45-ts	30oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Green-B	31	D7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y10345	YPR033C	HTS1	hts1-1	35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Green-B	32	D8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11413	YDR167W	TAF10	taf10-ts34	35oC - 37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Green-B	33	E1											empty well			
Plate4-TS-Green-B	34	E2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y04925	YOR236W	DFR1	dfr1-td	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell	"no image, problem with well"	
Plate4-TS-Green-B	35	E3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y04983	YJL097W	PHS1	phs1-1	slow at all	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Green-B	36	E4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y07780	YLR071C	RGR1	rgr1-100	38.5oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Green-B	37	E5											empty well			
Plate4-TS-Green-B	38	E6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y10055	YOR204W	DED1	ded1-F144C	26oC - 30oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate4-TS-Green-B	39	E7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y10323	YOR046C	DBP5	dbp5-2	30oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
